,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
19,15742009.0,0.0,33.25,3.0,1.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,180.0,1.0
20,15752344.0,0.0,21.08,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
21,15736533.0,0.0,31.57,11.25,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,184.0,5201.0
22,15593834.0,0.0,16.33,0.21,2.0,6.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,200.0,2.0
23,15673907.0,0.0,71.58,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0
24,15737909.0,0.0,20.83,8.5,2.0,8.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,0.0,352.0
25,15660528.0,0.0,21.92,11.665,2.0,4.0,8.0,0.085,0.0,0.0,0.0,0.0,2.0,320.0,6.0
26,15779207.0,0.0,27.33,1.665,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,340.0,2.0
27,15611409.0,0.0,23.58,0.585,1.0,1.0,1.0,0.125,0.0,0.0,0.0,0.0,2.0,120.0,88.0
28,15609987.0,0.0,22.67,0.79,2.0,3.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,144.0,1.0
29,15752578.0,0.0,41.58,1.04,2.0,6.0,4.0,0.665,0.0,0.0,0.0,0.0,2.0,240.0,238.0
30,15721504.0,0.0,24.5,2.415,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0,1.0
31,15666096.0,0.0,52.50000000000001,7.0,2.0,6.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
32,15609758.0,0.0,20.749999999999996,9.54,2.0,3.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,200.0,1001.0000000000001
33,15636454.0,0.0,52.17,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
34,15611682.0,0.0,20.08,1.25,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
35,15608916.0,0.0,17.67,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,86.0,1.0
36,15615296.0,0.0,17.92,10.21,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,51.0
37,15618258.0,0.0,22.749999999999996,6.165,2.0,6.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,220.0,1001.0000000000001
38,15805261.0,0.0,48.17,1.335,2.0,3.0,7.0,0.335,0.0,0.0,0.0,0.0,2.0,0.0,121.0
39,15646594.0,0.0,15.92,2.875,2.0,11.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,120.0,1.0
40,15599272.0,0.0,33.67,0.375,2.0,13.0,4.0,0.375,0.0,0.0,0.0,0.0,2.0,300.0,45.0
41,15711299.0,0.0,22.67,0.335,2.0,11.0,4.0,0.75,0.0,0.0,0.0,0.0,1.0,160.0,1.0
42,15772941.0,0.0,65.17,14.0,2.0,1.0,1.0,0.0,1.0,1.0,11.0,1.0,2.0,0.0,1401.0
43,15687688.0,0.0,21.67,11.5,1.0,5.0,3.0,0.0,1.0,1.0,11.0,1.0,2.0,0.0,1.0
44,15638610.0,0.0,55.75,7.08,2.0,4.0,8.0,6.75,1.0,1.0,3.0,1.0,2.0,100.0,51.0
45,15789611.0,0.0,47.75,8.0,2.0,8.0,4.0,7.875,1.0,1.0,6.0,1.0,2.0,0.0,1261.0
46,15668679.0,0.0,47.42,3.0,2.0,14.000000000000002,4.0,13.875,1.0,1.0,2.0,1.0,2.0,519.0,1705.0000000000002
47,15738487.0,0.0,20.749999999999996,10.25,2.0,11.0,4.0,0.71,1.0,1.0,2.0,1.0,2.0,49.0,1.0
48,15649160.0,0.0,47.0,13.0,2.0,3.0,5.0,5.165,1.0,1.0,9.0,1.0,2.0,0.0,1.0
49,15773421.0,0.0,20.749999999999996,10.335,2.0,13.0,8.0,0.335,1.0,1.0,1.0,1.0,2.0,80.0,51.0
50,15682686.0,0.0,31.250000000000004,3.75,2.0,13.0,8.0,0.625,1.0,1.0,9.0,1.0,2.0,181.0,1.0
51,15781875.0,0.0,24.749999999999996,12.5,2.0,6.0,4.0,1.5,1.0,1.0,12.0,1.0,2.0,120.0,568.0
52,15809837.0,0.0,46.08,3.0,2.0,8.0,4.0,2.375,1.0,1.0,8.0,1.0,2.0,396.0,4160.0
53,15621244.0,0.0,18.92,9.25,1.0,8.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,80.0,501.0
54,15636521.0,0.0,23.5,9.0,2.0,11.0,4.0,8.5,1.0,1.0,5.0,1.0,2.0,120.0,1.0
55,15632789.0,0.0,33.75,0.75,2.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,212.0,1.0
56,15761554.0,0.0,30.499999999999996,6.5,2.0,8.0,5.0,4.0,1.0,1.0,7.0,1.0,2.0,0.0,3066.0
57,15707602.0,0.0,22.83,2.29,2.0,11.0,8.0,2.29,1.0,1.0,7.0,1.0,2.0,140.0,2385.0
58,15811690.0,0.0,50.08,12.54,2.0,6.0,4.0,2.29,1.0,1.0,3.0,1.0,2.0,156.0,1.0
59,15815095.0,0.0,22.58,10.75,2.0,11.0,4.0,0.415,1.0,1.0,5.0,1.0,2.0,0.0,561.0
60,15720725.0,0.0,23.42,0.79,1.0,11.0,4.0,1.5,1.0,1.0,2.0,1.0,2.0,80.0,401.0
61,15567834.0,0.0,30.0,5.29,2.0,9.999999999999998,2.0,2.25,1.0,1.0,5.0,1.0,2.0,99.0,501.0
62,15591035.0,0.0,18.83,9.5,2.0,9.0,4.0,1.625,1.0,1.0,6.0,1.0,2.0,40.0,601.0
63,15672912.0,0.0,41.17,6.5,2.0,11.0,4.0,0.5,1.0,1.0,3.0,1.0,2.0,145.0,1.0
64,15694677.0,0.0,28.749999999999996,3.75,2.0,8.0,4.0,1.085,1.0,1.0,1.0,1.0,2.0,371.0,1.0
65,15598614.0,0.0,23.0,11.75,2.0,14.000000000000002,8.0,0.5,1.0,1.0,2.0,1.0,2.0,300.0,552.0
66,15608804.0,0.0,28.67,1.04,2.0,8.0,4.0,2.5,1.0,1.0,5.0,1.0,2.0,300.0,1431.0
67,15631267.0,0.0,45.83,10.5,2.0,11.0,4.0,5.0,1.0,1.0,7.0,1.0,2.0,0.0,1.0
68,15611189.0,0.0,28.5,1.0,2.0,11.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,167.0,501.0
69,15759387.0,0.0,44.17,6.665,2.0,11.0,4.0,7.375,1.0,1.0,3.0,1.0,2.0,0.0,1.0
70,15712483.0,0.0,46.67,0.46,2.0,13.0,8.0,0.415,1.0,1.0,11.0,1.0,2.0,440.0,7.0
71,15572361.0,0.0,41.0,2.04,1.0,11.0,8.0,0.125,1.0,1.0,23.0,1.0,2.0,455.0,1237.0
72,15698522.0,0.0,19.749999999999996,0.75,2.0,8.0,4.0,0.795,1.0,1.0,5.0,1.0,2.0,140.0,6.0
